"name","smiles","inchi","mass"
"HO3C5NO3","CCC(O)CCON(=O)=O","InChI=1S/C5H11NO4/c1-2-5(7)3-4-10-6(8)9/h5,7H,2-4H2,1H3",149.1451
"HO13C5O2","OCCC(O)C(C)O[O]","InChI=1S/C5H11O4/c1-4(9-8)5(7)2-3-6/h4-7H,2-3H2,1H3",135.1384
"HO13C5O","OCCC(O)C(C)[O]","InChI=1S/C5H11O3/c1-4(7)5(8)2-3-6/h4-6,8H,2-3H2,1H3",119.1390
"HO13C5NO3","OCCC(O)C(C)ON(=O)=O","InChI=1S/C5H11NO5/c1-4(11-6(9)10)5(8)2-3-7/h4-5,7-8H,2-3H2,1H3",165.1445
"C6PAN1","CCC(O)CCC(=O)OON(=O)=O","InChI=1S/C6H11NO6/c1-2-5(8)3-4-6(9)12-13-7(10)11/h5,8H,2-4H2,1H3",193.1546
"HO3C5CO3H","CCC(O)CCC(=O)OO","InChI=1S/C6H12O4/c1-2-5(7)3-4-6(8)10-9/h5,7,9H,2-4H2,1H3",148.1571
"HO3C5CO2H","CCC(O)CCC(=O)O","InChI=1S/C6H12O3/c1-2-5(7)3-4-6(8)9/h5,7H,2-4H2,1H3,(H,8,9)",132.1577
"HO3C5OOH","CCC(O)CCOO","InChI=1S/C5H12O3/c1-2-5(6)3-4-8-7/h5-7H,2-4H2,1H3",120.1470
"HO13C5","OCCC(O)CC","InChI=1S/C5H12O2/c1-2-5(7)3-4-6/h5-7H,2-4H2,1H3",104.1476
"HO3C4CHO","CCC(O)CC=O","InChI=1S/C5H10O2/c1-2-5(7)3-4-6/h4-5,7H,2-3H2,1H3",102.1317
"HO13C5OOH","OCCC(O)C(C)OO","InChI=1S/C5H12O4/c1-4(9-8)5(7)2-3-6/h4-8H,2-3H2,1H3",136.1464
"HO134C5","OCCC(O)C(C)O","InChI=1S/C5H12O3/c1-4(7)5(8)2-3-6/h4-8H,2-3H2,1H3",120.1470
"HO13CO4C5","CC(=O)C(O)CCO","InChI=1S/C5H10O3/c1-4(7)5(8)2-3-6/h5-6,8H,2-3H2,1H3",118.1311
"DIEKBO2","CCC(=O)CCO[O]","InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2-4H2,1H3",117.1232
"DIEKBNO3","CCC(=O)CCON(=O)=O","InChI=1S/C5H9NO4/c1-2-5(7)3-4-10-6(8)9/h2-4H2,1H3",147.1293
"HO1CO3C5","OCCC(=O)CC","InChI=1S/C5H10O2/c1-2-5(7)3-4-6/h6H,2-4H2,1H3",102.1317
"HO3C4O2","CCC(O)CO[O]","InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",105.1125
"HO3C4CO3","CCC(O)CC(=O)O[O]","InChI=1S/C5H9O4/c1-2-4(6)3-5(7)9-8/h4,6H,2-3H2,1H3",133.1226
"HO3C4CO3H","CCC(O)CC(=O)OO","InChI=1S/C5H10O4/c1-2-4(6)3-5(7)9-8/h4,6,8H,2-3H2,1H3",134.1305
"C5PAN8","CCC(O)CC(=O)OON(=O)=O","InChI=1S/C5H9NO6/c1-2-4(7)3-5(8)11-12-6(9)10/h4,7H,2-3H2,1H3",179.1281
"HO1CO34C5","CC(=O)C(=O)CCO","InChI=1S/C5H8O3/c1-4(7)5(8)2-3-6/h6H,2-3H2,1H3",116.1152
"CO23C4CHO","O=CCC(=O)C(=O)C","InChI=1S/C5H6O3/c1-4(7)5(8)2-3-6/h3H,2H2,1H3",114.0993
"CO23C4CO3","[O]OC(=O)CC(=O)C(=O)C","InChI=1S/C5H5O5/c1-3(6)4(7)2-5(8)10-9/h2H2,1H3",145.0902
"BIACETO2","CC(=O)C(=O)CO[O]","InChI=1S/C4H5O4/c1-3(5)4(6)2-8-7/h2H2,1H3",117.0801
"CO23C4CO3H","OOC(=O)CC(=O)C(=O)C","InChI=1S/C5H6O5/c1-3(6)4(7)2-5(8)10-9/h9H,2H2,1H3",146.0981
"C5PAN9","O=N(=O)OOC(=O)CC(=O)C(=O)C","InChI=1S/C5H5NO7/c1-3(7)4(8)2-5(9)12-13-6(10)11/h2H2,1H3",191.0957
"HEXBO2","CC(CCCC)O[O]","InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3",117.1662
"HEXBO","CCCCC(C)[O]","InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3",101.1668
"HEXBNO3","CCCCC(C)ON(=O)=O","InChI=1S/C6H13NO3/c1-3-4-5-6(2)10-7(8)9/h6H,3-5H2,1-2H3",147.1723
"HO2C6O2","[O]OC(C)CCC(C)O","InChI=1S/C6H13O3/c1-5(7)3-4-6(2)9-8/h5-7H,3-4H2,1-2H3",133.1656
"HO2C6O","CC(O)CCC(C)[O]","InChI=1S/C6H13O2/c1-5(7)3-4-6(2)8/h5-7H,3-4H2,1-2H3",117.1662
"HO2C6NO3","CC(O)CCC(C)ON(=O)=O","InChI=1S/C6H13NO4/c1-5(8)3-4-6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3",163.1717
"HO2CO5C6","CC(O)CCC(=O)C","InChI=1S/C6H12O2/c1-5(7)3-4-6(2)8/h5,7H,3-4H2,1-2H3",116.1583
"HEXBOOH","CC(CCCC)OO","InChI=1S/C6H14O2/c1-3-4-5-6(2)8-7/h6-7H,3-5H2,1-2H3",118.1742
"HEXBOH","CCCCC(C)O","InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",102.1748
"HEX2ONE","CCCCC(=O)C","InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",100.1589
"HO2C6OOH","OOC(C)CCC(C)O","InChI=1S/C6H14O3/c1-5(7)3-4-6(2)9-8/h5-8H,3-4H2,1-2H3",134.1736
"HO25C6","CC(O)CCC(C)O","InChI=1S/C6H14O2/c1-5(7)3-4-6(2)8/h5-8H,3-4H2,1-2H3",118.1742
"CO25C6","CC(=O)CCC(=O)C","InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3",114.1424
"C61O2","[O]OC(CC(=O)C)C(C)O","InChI=1S/C6H11O4/c1-4(7)3-6(10-9)5(2)8/h5-6,8H,3H2,1-2H3",147.1491
"C61O","CC(=O)CC([O])C(C)O","InChI=1S/C6H11O3/c1-4(7)3-6(9)5(2)8/h5-6,8H,3H2,1-2H3",131.1497
"C61NO3","CC(=O)CC(ON(=O)=O)C(C)O","InChI=1S/C6H11NO5/c1-4(8)3-6(5(2)9)12-7(10)11/h5-6,9H,3H2,1-2H3",177.1552
"C61OOH","OOC(CC(=O)C)C(C)O","InChI=1S/C6H12O4/c1-4(7)3-6(10-9)5(2)8/h5-6,8-9H,3H2,1-2H3",148.1571
"C61OH","CC(=O)CC(O)C(C)O","InChI=1S/C6H12O3/c1-4(7)3-6(9)5(2)8/h5-6,8-9H,3H2,1-2H3",132.1577
"C61CO","CC(=O)CC(=O)C(C)O","InChI=1S/C6H10O3/c1-4(7)3-6(9)5(2)8/h5,8H,3H2,1-2H3",130.1418
"CO235C6","CC(=O)CC(=O)C(=O)C","InChI=1S/C6H8O3/c1-4(7)3-6(9)5(2)8/h3H2,1-2H3",128.1259
"C62O2","[O]OC(C(=O)C)C(=O)C(=O)C","InChI=1S/C6H7O5/c1-3(7)5(9)6(11-10)4(2)8/h6H,1-2H3",159.1168
"C62OOH","OOC(C(=O)C)C(=O)C(=O)C","InChI=1S/C6H8O5/c1-3(7)5(9)6(11-10)4(2)8/h6,10H,1-2H3",160.1247
"C62O","CC(=O)C(=O)C([O])C(=O)C","InChI=1S/C6H7O4/c1-3(7)5(9)6(10)4(2)8/h5H,1-2H3",143.1174
"CO25C6O2","[O]OC(CC(=O)C)C(=O)C","InChI=1S/C6H9O4/c1-4(7)3-6(10-9)5(2)8/h6H,3H2,1-2H3",145.1333
"CO25C6O","CC(=O)CC([O])C(=O)C","InChI=1S/C6H9O3/c1-4(7)3-6(9)5(2)8/h6H,3H2,1-2H3",129.1339
"CO25C6OOH","OOC(CC(=O)C)C(=O)C","InChI=1S/C6H10O4/c1-4(7)3-6(10-9)5(2)8/h6,9H,3H2,1-2H3",146.1412
"CO25C6OH","CC(=O)CC(O)C(=O)C","InChI=1S/C6H10O3/c1-4(7)3-6(9)5(2)8/h6,9H,3H2,1-2H3",130.1418
"HEXCO2","CCCC(CC)O[O]","InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3",117.1662
"HEXCO","CCCC([O])CC","InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3",101.1668
"HEXCNO3","CCCC(CC)ON(=O)=O","InChI=1S/C6H13NO3/c1-3-5-6(4-2)10-7(8)9/h6H,3-5H2,1-2H3",147.1723
"HEX3ONE","CCCC(=O)CC","InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",100.1589
"HO3C6O2","[O]OCCCC(O)CC","InChI=1S/C6H13O3/c1-2-6(7)4-3-5-9-8/h6-7H,2-5H2,1H3",133.1656
"HO3C6O","[O]CCCC(O)CC","InChI=1S/C6H13O2/c1-2-6(8)4-3-5-7/h6,8H,2-5H2,1H3",117.1662
"HO3C6NO3","CCC(O)CCCON(=O)=O","InChI=1S/C6H13NO4/c1-2-6(8)4-3-5-11-7(9)10/h6,8H,2-5H2,1H3",163.1717
"HEXCOOH","CCCC(CC)OO","InChI=1S/C6H14O2/c1-3-5-6(4-2)8-7/h6-7H,3-5H2,1-2H3",118.1742
"HEXCOH","CCCC(O)CC","InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3",102.1748
"HO3C6OOH","OOCCCC(O)CC","InChI=1S/C6H14O3/c1-2-6(7)4-3-5-9-8/h6-8H,2-5H2,1H3",134.1736
"C63O2","OCC(O[O])CC(=O)CC","InChI=1S/C6H11O4/c1-2-5(8)3-6(4-7)10-9/h6-7H,2-4H2,1H3",147.1491
"CO3C5CHO","CCC(=O)CCC=O","InChI=1S/C6H10O2/c1-2-6(8)4-3-5-7/h5H,2-4H2,1H3",114.1424
"C63O","OCC([O])CC(=O)CC","InChI=1S/C6H11O3/c1-2-5(8)3-6(9)4-7/h6-7H,2-4H2,1H3",131.1497
"C63NO3","CCC(=O)CC(CO)ON(=O)=O","InChI=1S/C6H11NO5/c1-2-5(9)3-6(4-8)12-7(10)11/h6,8H,2-4H2,1H3",177.1552
"CO3C4CHO","CCC(=O)CC=O","InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h4H,2-3H2,1H3",100.1158
"C63OOH","OCC(OO)CC(=O)CC","InChI=1S/C6H12O4/c1-2-5(8)3-6(4-7)10-9/h6-7,9H,2-4H2,1H3",148.1571
"C63OH","OCC(O)CC(=O)CC","InChI=1S/C6H12O3/c1-2-5(8)3-6(9)4-7/h6-7,9H,2-4H2,1H3",132.1577
"HO1CO24C6","CCC(=O)CC(=O)CO","InChI=1S/C6H10O3/c1-2-5(8)3-6(9)4-7/h7H,2-4H2,1H3",130.1418
"CO35C5CHO","CCC(=O)CC(=O)C=O","InChI=1S/C6H8O3/c1-2-5(8)3-6(9)4-7/h4H,2-3H2,1H3",128.1259
"CO3C4CO3","CCC(=O)CC(=O)O[O]","InChI=1S/C5H7O4/c1-2-4(6)3-5(7)9-8/h2-3H2,1H3",131.1067
"CO3C4CO3H","CCC(=O)CC(=O)OO","InChI=1S/C5H8O4/c1-2-4(6)3-5(7)9-8/h8H,2-3H2,1H3",132.1146
"CO3C4CO2H","CCC(=O)CC(=O)O","InChI=1S/C5H8O3/c1-2-4(6)3-5(7)8/h2-3H2,1H3,(H,7,8)",116.1152
"CO3C5CO3","CCC(=O)CCC(=O)O[O]","InChI=1S/C6H9O4/c1-2-5(7)3-4-6(8)10-9/h2-4H2,1H3",145.1333
"C6PAN2","CCC(=O)CCC(=O)OON(=O)=O","InChI=1S/C6H9NO6/c1-2-5(8)3-4-6(9)12-13-7(10)11/h2-4H2,1H3",191.1388
"CO3C5CO3H","CCC(=O)CCC(=O)OO","InChI=1S/C6H10O4/c1-2-5(7)3-4-6(8)10-9/h9H,2-4H2,1H3",146.1412
"CO3C5CO2H","CCC(=O)CCC(=O)O","InChI=1S/C6H10O3/c1-2-5(7)3-4-6(8)9/h2-4H2,1H3,(H,8,9)",130.1418
"NEOP","CC(C)(C)C","InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",72.1488
"NEOPO2","[O]OCC(C)(C)C","InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h4H2,1-3H3",103.1396
"NEOPO","[O]CC(C)(C)C","InChI=1S/C5H11O/c1-5(2,3)4-6/h4H2,1-3H3",87.1402
"NEOPNO3","O=N(=O)OCC(C)(C)C","InChI=1S/C5H11NO3/c1-5(2,3)4-9-6(7)8/h4H2,1-3H3",133.1457
"NEOPOOH","OOCC(C)(C)C","InChI=1S/C5H12O2/c1-5(2,3)4-7-6/h6H,4H2,1-3H3",104.1476
"NEOPOH","OCC(C)(C)C","InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3",88.1482
"TBUTCHO","O=CC(C)(C)C","InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3",86.1323
"TBUTCO3","[O]OC(=O)C(C)(C)C","InChI=1S/C5H9O3/c1-5(2,3)4(6)8-7/h1-3H3",117.1232
"TBUTCO3H","OOC(=O)C(C)(C)C","InChI=1S/C5H10O3/c1-5(2,3)4(6)8-7/h7H,1-3H3",118.1311
"C5PAN6","O=N(=O)OOC(=O)C(C)(C)C","InChI=1S/C5H9NO5/c1-5(2,3)4(7)10-11-6(8)9/h1-3H3",163.1287
"M2PE","CCCC(C)C","InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",86.1754
"M2PEAO2","CCCC(C)CO[O]","InChI=1S/C6H13O2/c1-3-4-6(2)5-8-7/h6H,3-5H2,1-2H3",117.1662
"M2PEAO","CCCC(C)C[O]","InChI=1S/C6H13O/c1-3-4-6(2)5-7/h6H,3-5H2,1-2H3",101.1668
"M2PEANO3","CCCC(C)CON(=O)=O","InChI=1S/C6H13NO3/c1-3-4-6(2)5-10-7(8)9/h6H,3-5H2,1-2H3",147.1723
"HO1MC5O2","OCC(C)CC(C)O[O]","InChI=1S/C6H13O3/c1-5(4-7)3-6(2)9-8/h5-7H,3-4H2,1-2H3",133.1656
"HO1MC5O","OCC(C)CC(C)[O]","InChI=1S/C6H13O2/c1-5(4-7)3-6(2)8/h5-7H,3-4H2,1-2H3",117.1662
"HO1MC5NO3","OCC(C)CC(C)ON(=O)=O","InChI=1S/C6H13NO4/c1-5(4-8)3-6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3",163.1717
"HO2C54CHO","CC(CC(C)O)C=O","InChI=1S/C6H12O2/c1-5(4-7)3-6(2)8/h4-6,8H,3H2,1-2H3",116.1583
"M2PEAOOH","CCCC(C)COO","InChI=1S/C6H14O2/c1-3-4-6(2)5-8-7/h6-7H,3-5H2,1-2H3",118.1742
"M2PEAOH","CCCC(C)CO","InChI=1S/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",102.1748
"C54CHO","CC(CCC)C=O","InChI=1S/C6H12O/c1-3-4-6(2)5-7/h5-6H,3-4H2,1-2H3",100.1589
"HO1MC5OOH","OCC(C)CC(C)OO","InChI=1S/C6H14O3/c1-5(4-7)3-6(2)9-8/h5-8H,3-4H2,1-2H3",134.1736
"C54CO3","CC(CCC)C(=O)O[O]","InChI=1S/C6H11O3/c1-3-4-5(2)6(7)9-8/h5H,3-4H2,1-2H3",131.1497
"C6PAN3","CCCC(C)C(=O)OON(=O)=O","InChI=1S/C6H11NO5/c1-3-4-5(2)6(8)11-12-7(9)10/h5H,3-4H2,1-2H3",177.1552
"C54CO3H","CC(CCC)C(=O)OO","InChI=1S/C6H12O3/c1-3-4-5(2)6(7)9-8/h5,8H,3-4H2,1-2H3",132.1577
"HO2C54CO3","[O]OC(=O)C(C)CC(C)O","InChI=1S/C6H11O4/c1-4(3-5(2)7)6(8)10-9/h4-5,7H,3H2,1-2H3",147.1491
"HO2C54O2","[O]OC(C)CC(C)O","InChI=1S/C5H11O3/c1-4(6)3-5(2)8-7/h4-6H,3H2,1-2H3",119.1390
"HO2C54O","CC(O)CC(C)[O]","InChI=1S/C5H11O2/c1-4(6)3-5(2)7/h4-6H,3H2,1-2H3",103.1396
"HO2C54NO3","CC(O)CC(C)ON(=O)=O","InChI=1S/C5H11NO4/c1-4(7)3-5(2)10-6(8)9/h4-5,7H,3H2,1-2H3",149.1451
"HO24C5O2","[O]OCC(O)CC(C)O","InChI=1S/C5H11O4/c1-4(6)2-5(7)3-9-8/h4-7H,2-3H2,1H3",135.1384
"HO24C5O","[O]CC(O)CC(C)O","InChI=1S/C5H11O3/c1-4(7)2-5(8)3-6/h4-5,7-8H,2-3H2,1H3",119.1390
"HO24C5NO3","CC(O)CC(O)CON(=O)=O","InChI=1S/C5H11NO5/c1-4(7)2-5(8)3-11-6(9)10/h4-5,7-8H,2-3H2,1H3",165.1445
"C6PAN4","CC(O)CC(C)C(=O)OON(=O)=O","InChI=1S/C6H11NO6/c1-4(3-5(2)8)6(9)12-13-7(10)11/h4-5,8H,3H2,1-2H3",193.1546
"HO2C54CO3H","OOC(=O)C(C)CC(C)O","InChI=1S/C6H12O4/c1-4(3-5(2)7)6(8)10-9/h4-5,7,9H,3H2,1-2H3",148.1571
"HO2C54CO2H","CC(O)CC(C)C(=O)O","InChI=1S/C6H12O3/c1-4(6(8)9)3-5(2)7/h4-5,7H,3H2,1-2H3,(H,8,9)",132.1577
"HO2C54OOH","OOC(C)CC(C)O","InChI=1S/C5H12O3/c1-4(6)3-5(2)8-7/h4-7H,3H2,1-2H3",120.1470
"HO24C5","CC(O)CC(C)O","InChI=1S/C5H12O2/c1-4(6)3-5(2)7/h4-7H,3H2,1-2H3",104.1476
"HO2CO4C5","CC(O)CC(=O)C","InChI=1S/C5H10O2/c1-4(6)3-5(2)7/h4,6H,3H2,1-2H3",102.1317
"HO24C5OOH","OOCC(O)CC(C)O","InChI=1S/C5H12O4/c1-4(6)2-5(7)3-9-8/h4-8H,2-3H2,1H3",136.1464
"HO24C4CHO","CC(O)CC(O)C=O","InChI=1S/C5H10O3/c1-4(7)2-5(8)3-6/h3-5,7-8H,2H2,1H3",118.1311
"HO124C5","OCC(O)CC(C)O","InChI=1S/C5H12O3/c1-4(7)2-5(8)3-6/h4-8H,2-3H2,1H3",120.1470
"HO24C4CO3","[O]OC(=O)C(O)CC(C)O","InChI=1S/C5H9O5/c1-3(6)2-4(7)5(8)10-9/h3-4,6-7H,2H2,1H3",149.1220
"C5PAN10","CC(O)CC(O)C(=O)OON(=O)=O","InChI=1S/C5H9NO7/c1-3(7)2-4(8)5(9)12-13-6(10)11/h3-4,7-8H,2H2,1H3",195.1275
"HO24C4CO3H","OOC(=O)C(O)CC(C)O","InChI=1S/C5H10O5/c1-3(6)2-4(7)5(8)10-9/h3-4,6-7,9H,2H2,1H3",150.1299
"M2PEBO2","[O]OC(C)CC(C)C","InChI=1S/C6H13O2/c1-5(2)4-6(3)8-7/h5-6H,4H2,1-3H3",117.1662
"M2PEBO","CC(C)CC(C)[O]","InChI=1S/C6H13O/c1-5(2)4-6(3)7/h5-6H,4H2,1-3H3",101.1668
"M2PEBNO3","CC(C)CC(C)ON(=O)=O","InChI=1S/C6H13NO3/c1-5(2)4-6(3)10-7(8)9/h5-6H,4H2,1-3H3",147.1723
"MIBK","CC(C)CC(=O)C","InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",100.1589
"HO2MC5O2","[O]OCC(C)CC(C)O","InChI=1S/C6H13O3/c1-5(4-9-8)3-6(2)7/h5-7H,3-4H2,1-2H3",133.1656
"HO2MC5O","[O]CC(C)CC(C)O","InChI=1S/C6H13O2/c1-5(4-7)3-6(2)8/h5-6,8H,3-4H2,1-2H3",117.1662
"HO2MC5NO3","CC(O)CC(C)CON(=O)=O","InChI=1S/C6H13NO4/c1-5(3-6(2)8)4-11-7(9)10/h5-6,8H,3-4H2,1-2H3",163.1717
"CO2MC5OH","CC(CC(=O)C)CO","InChI=1S/C6H12O2/c1-5(4-7)3-6(2)8/h5,7H,3-4H2,1-2H3",116.1583
"M2PEBOOH","OOC(C)CC(C)C","InChI=1S/C6H14O2/c1-5(2)4-6(3)8-7/h5-7H,4H2,1-3H3",118.1742
"M2PEBOH","CC(C)CC(C)O","InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",102.1748
"HO2MC5OOH","OOCC(C)CC(C)O","InChI=1S/C6H14O3/c1-5(4-9-8)3-6(2)7/h5-8H,3-4H2,1-2H3",134.1736
"HO14MC5","OCC(C)CC(C)O","InChI=1S/C6H14O2/c1-5(4-7)3-6(2)8/h5-8H,3-4H2,1-2H3",118.1742
"C64O2","OCC(C)(O[O])CC(=O)C","InChI=1S/C6H11O4/c1-5(8)3-6(2,4-7)10-9/h7H,3-4H2,1-2H3",147.1491
"CO2C54CHO","O=CC(C)CC(=O)C","InChI=1S/C6H10O2/c1-5(4-7)3-6(2)8/h4-5H,3H2,1-2H3",114.1424
"C64O","CC([O])(CC(=O)C)CO","InChI=1S/C6H11O3/c1-5(8)3-6(2,9)4-7/h7H,3-4H2,1-2H3",131.1497
"C64NO3","OCC(C)(CC(=O)C)ON(=O)=O","InChI=1S/C6H11NO5/c1-5(9)3-6(2,4-8)12-7(10)11/h8H,3-4H2,1-2H3",177.1552
"C64OOH","OCC(C)(OO)CC(=O)C","InChI=1S/C6H12O4/c1-5(8)3-6(2,4-7)10-9/h7,9H,3-4H2,1-2H3",148.1571
"C64OH","CC(O)(CC(=O)C)CO","InChI=1S/C6H12O3/c1-5(8)3-6(2,9)4-7/h7,9H,3-4H2,1-2H3",132.1577
"CO2C54CO3","CC(CC(=O)C)C(=O)O[O]","InChI=1S/C6H9O4/c1-4(3-5(2)7)6(8)10-9/h4H,3H2,1-2H3",145.1333
"C65O2","[O]OC(C)(C=O)CC(=O)C","InChI=1S/C6H9O4/c1-5(8)3-6(2,4-7)10-9/h4H,3H2,1-2H3",145.1333
"CO2C54O2","CC(CC(=O)C)O[O]","InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3",117.1232
"C65O","O=CC(C)([O])CC(=O)C","InChI=1S/C6H9O3/c1-5(8)3-6(2,9)4-7/h4H,3H2,1-2H3",129.1339
"C6PAN5","O=N(=O)OOC(=O)C(C)CC(=O)C","InChI=1S/C6H9NO6/c1-4(3-5(2)8)6(9)12-13-7(10)11/h4H,3H2,1-2H3",191.1388
"CO2C54CO3H","CC(CC(=O)C)C(=O)OO","InChI=1S/C6H10O4/c1-4(3-5(2)7)6(8)10-9/h4,9H,3H2,1-2H3",146.1412
"CO2C54CO2H","CC(=O)CC(C)C(=O)O","InChI=1S/C6H10O3/c1-4(6(8)9)3-5(2)7/h4H,3H2,1-2H3,(H,8,9)",130.1418
"C65OOH","OOC(C)(C=O)CC(=O)C","InChI=1S/C6H10O4/c1-5(8)3-6(2,4-7)10-9/h4,9H,3H2,1-2H3",146.1412
"C65OH","O=CC(C)(O)CC(=O)C","InChI=1S/C6H10O3/c1-5(8)3-6(2,9)4-7/h4,9H,3H2,1-2H3",130.1418
"M2PECO2","CCC(O[O])C(C)C","InChI=1S/C6H13O2/c1-4-6(8-7)5(2)3/h5-6H,4H2,1-3H3",117.1662
"M2PECO","CCC([O])C(C)C","InChI=1S/C6H13O/c1-4-6(7)5(2)3/h5-6H,4H2,1-3H3",101.1668
"M2PECNO3","CCC(ON(=O)=O)C(C)C","InChI=1S/C6H13NO3/c1-4-6(5(2)3)10-7(8)9/h5-6H,4H2,1-3H3",147.1723
"EIPK","CCC(=O)C(C)C","InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",100.1589
"M2PECOOH","CCC(OO)C(C)C","InChI=1S/C6H14O2/c1-4-6(8-7)5(2)3/h5-7H,4H2,1-3H3",118.1742
"M2PECOH","CCC(O)C(C)C","InChI=1S/C6H14O/c1-4-6(7)5(2)3/h5-7H,4H2,1-3H3",102.1748
"EIPKAO2","CCC(=O)C(C)(C)O[O]","InChI=1S/C6H11O3/c1-4-5(7)6(2,3)9-8/h4H2,1-3H3",131.1497
"EIPKBO2","CC(CO[O])C(=O)CC","InChI=1S/C6H11O3/c1-3-6(7)5(2)4-9-8/h5H,3-4H2,1-2H3",131.1497
"EIPKAO","CCC(=O)C(C)(C)[O]","InChI=1S/C6H11O2/c1-4-5(7)6(2,3)8/h4H2,1-3H3",115.1503
"EIPKBO","[O]CC(C)C(=O)CC","InChI=1S/C6H11O2/c1-3-6(8)5(2)4-7/h5H,3-4H2,1-2H3",115.1503
"EIPKBNO3","CCC(=O)C(C)CON(=O)=O","InChI=1S/C6H11NO4/c1-3-6(8)5(2)4-11-7(9)10/h5H,3-4H2,1-2H3",161.1558
"C66O2","OCC(C)C(=O)C(C)O[O]","InChI=1S/C6H11O4/c1-4(3-7)6(8)5(2)10-9/h4-5,7H,3H2,1-2H3",147.1491
"C66O","OCC(C)C(=O)C(C)[O]","InChI=1S/C6H11O3/c1-4(3-7)6(9)5(2)8/h4-5,7H,3H2,1-2H3",131.1497
"EIPKAOOH","CCC(=O)C(C)(C)OO","InChI=1S/C6H12O3/c1-4-5(7)6(2,3)9-8/h8H,4H2,1-3H3",132.1577
"EIPKAOH","CCC(=O)C(C)(C)O","InChI=1S/C6H12O2/c1-4-5(7)6(2,3)8/h8H,4H2,1-3H3",116.1583
"EIPKBOOH","CC(COO)C(=O)CC","InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3",132.1577
"EIPKBOH","OCC(C)C(=O)CC","InChI=1S/C6H12O2/c1-3-6(8)5(2)4-7/h5,7H,3-4H2,1-2H3",116.1583
"CO3C54CHO","CC(C=O)C(=O)CC","InChI=1S/C6H10O2/c1-3-6(8)5(2)4-7/h4-5H,3H2,1-2H3",114.1424
"C66OOH","OCC(C)C(=O)C(C)OO","InChI=1S/C6H12O4/c1-4(3-7)6(8)5(2)10-9/h4-5,7,9H,3H2,1-2H3",148.1571
"C66OH","OCC(C)C(=O)C(C)O","InChI=1S/C6H12O3/c1-4(3-7)6(9)5(2)8/h4-5,7-8H,3H2,1-2H3",132.1577
"C66CO","CC(CO)C(=O)C(=O)C","InChI=1S/C6H10O3/c1-4(3-7)6(9)5(2)8/h4,7H,3H2,1-2H3",130.1418
"DIEKAO2","CC(O[O])C(=O)CC","InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h4H,3H2,1-2H3",117.1232
"CO3C54CO3","CCC(=O)C(C)C(=O)O[O]","InChI=1S/C6H9O4/c1-3-5(7)4(2)6(8)10-9/h4H,3H2,1-2H3",145.1333
"CO3C54CO3H","CCC(=O)C(C)C(=O)OO","InChI=1S/C6H10O4/c1-3-5(7)4(2)6(8)10-9/h4,9H,3H2,1-2H3",146.1412
"C23C54CHO","O=CC(C)C(=O)C(=O)C","InChI=1S/C6H8O3/c1-4(3-7)6(9)5(2)8/h3-4H,1-2H3",128.1259
"C23C54CO3","[O]OC(=O)C(C)C(=O)C(=O)C","InChI=1S/C6H7O5/c1-3(6(9)11-10)5(8)4(2)7/h3H,1-2H3",159.1168
"C23C54CO3H","OOC(=O)C(C)C(=O)C(=O)C","InChI=1S/C6H8O5/c1-3(6(9)11-10)5(8)4(2)7/h3,10H,1-2H3",160.1247
"CO23C54O2","CC(O[O])C(=O)C(=O)C","InChI=1S/C5H7O4/c1-3(6)5(7)4(2)9-8/h4H,1-2H3",131.1067
